customer_id,age,income,tenure_months,monthly_spend,products_owned,support_tickets,email_engagement,website_visits,last_purchase_days,previous_campaign_response,total_revenue,service_cost,churned,cross_sell_response,campaign_response
C00289,38,81355.47,48.3,86.96,2,0,70.3,21,40,0,4014.88,98.4,0,0,1
C00290,41,77088.31,52.0,81.65,1,1,33.1,4,68,1,3426.25,139.39,0,0,0
C00291,39,38839.22,18.6,72.47,1,1,2.0,2,123,0,1537.17,113.82,1,0,1
C00292,44,87311.18,46.1,104.73,2,0,2.0,1,84,0,4521.06,105.71,1,0,0
C00293,60,77776.62,37.5,85.94,1,4,36.5,14,147,0,3161.77,250.51,1,0,0
C00294,18,60536.83,38.6,56.9,2,2,28.7,3,55,0,2487.68,164.25,1,0,1
C00295,39,42109.24,13.1,44.35,1,3,38.0,11,102,0,574.45,205.93,1,0,1
C00296,44,40430.18,18.8,84.4,2,1,18.5,15,56,0,1565.13,124.72,1,1,0
C00297,46,46276.06,22.5,86.49,2,2,40.9,21,67,0,1758.55,129.1,1,0,1
C00298,38,72844.91,56.3,86.82,2,0,49.9,19,48,0,4247.76,79.35,0,1,1
C00299,21,38825.62,4.1,64.92,1,6,12.3,7,133,0,262.27,313.1,1,0,0
C00300,46,69699.85,37.9,103.01,2,1,29.3,4,49,0,4020.81,148.01,0,0,0
C00301,63,34429.22,6.8,110.87,2,0,38.5,15,51,0,772.71,106.07,0,0,1
C00302,24,53235.97,32.4,109.37,3,1,58.8,15,40,0,3404.16,137.68,0,0,1
C00303,52,60733.48,26.5,108.58,2,3,37.4,14,97,0,2879.37,206.35,1,1,1
C00304,38,161967.82,44.1,144.26,3,1,71.5,16,74,0,5430.75,114.43,0,1,1
C00305,41,32523.74,27.8,137.16,4,1,55.9,14,43,1,3946.57,118.77,0,0,0
C00306,29,107628.89,31.9,128.32,2,1,16.6,7,74,0,4141.78,154.46,0,0,0
C00307,38,61767.47,15.6,122.1,2,0,75.2,21,45,1,2212.02,75.08,1,0,0
C00308,58,68933.01,44.2,120.95,2,0,28.5,12,44,0,5344.46,51.7,1,0,1
C00309,49,60955.81,47.6,95.99,1,1,14.5,3,85,0,4228.61,139.1,1,1,0
C00310,63,69911.37,57.7,98.64,2,1,35.1,4,17,1,5671.78,145.9,1,1,0
C00311,56,54374.5,20.7,83.5,1,1,24.1,16,44,1,1680.65,146.91,0,1,1
C00312,47,106819.88,35.5,147.22,2,0,36.2,23,4,0,5404.8,101.31,0,0,1
C00313,63,47881.3,43.7,55.56,1,2,18.7,9,138,0,2433.69,180.27,0,0,0
C00314,47,93315.06,61.0,93.98,2,1,34.9,4,48,0,5150.65,125.26,0,0,1
C00315,52,44247.94,39.8,95.32,2,1,39.0,8,67,1,3295.98,95.56,1,0,0
C00316,38,56550.68,18.8,107.22,2,1,2.0,4,43,0,2063.51,125.97,0,0,0
C00317,43,36974.14,31.4,46.0,1,1,51.5,21,28,0,1604.94,129.38,0,0,0
C00318,34,70214.37,47.1,81.43,1,0,20.0,1,77,0,3862.83,79.62,1,1,1
C00319,54,106420.25,34.0,132.64,3,0,62.8,16,95,0,4801.45,83.08,1,0,0
C00320,28,56145.89,34.2,33.38,2,1,2.4,5,56,0,1235.25,106.17,1,0,0
C00321,51,53396.81,38.4,70.07,1,4,12.6,10,124,0,2747.21,234.58,0,0,0
C00322,40,36317.65,36.3,64.39,1,2,8.2,3,47,0,2185.34,189.88,0,0,1
C00323,56,52674.95,53.5,89.41,2,1,61.5,9,54,1,4853.85,150.39,0,0,0
C00324,51,29709.58,28.6,123.56,2,0,29.3,13,63,1,3873.22,84.85,0,0,0
C00325,64,39528.99,18.7,54.14,2,0,43.7,18,39,0,1057.73,83.27,1,0,0
C00326,51,63796.17,42.5,75.65,2,0,21.4,7,18,0,3409.73,67.32,1,0,0
C00327,23,100930.14,44.7,59.74,3,1,34.0,12,95,0,2569.83,130.78,1,1,0
C00328,41,188728.9,78.4,157.59,3,2,51.4,12,41,1,12147.77,196.24,1,0,0
C00329,28,45334.91,34.2,61.63,1,2,43.0,8,93,0,2085.56,142.52,1,1,0
C00330,36,105981.98,60.7,102.8,2,3,2.9,9,66,0,6212.65,215.72,0,1,0
C00331,60,64252.4,29.5,129.95,2,3,17.0,9,104,0,4188.31,218.94,1,0,1
C00332,50,54430.19,40.9,118.76,2,4,4.1,6,132,0,3940.56,259.89,1,0,0
C00333,34,69556.03,27.3,85.42,1,1,3.6,11,92,0,2337.19,146.83,1,1,0
C00334,30,59528.07,38.8,68.5,1,3,6.2,0,117,0,2642.93,234.98,0,0,0
C00335,42,60752.56,41.6,126.15,2,1,11.1,3,88,1,4672.17,123.82,0,0,0
C00336,27,48859.22,39.4,73.69,1,0,8.4,6,50,0,3059.98,90.32,1,0,0
C00337,34,32240.94,25.5,44.11,1,0,2.0,0,89,0,1058.77,79.71,1,0,0
C00338,46,30329.49,34.7,36.13,2,3,9.2,9,90,0,1219.69,195.04,1,1,0
C00339,56,76310.14,51.8,73.82,1,3,43.2,12,90,0,4385.79,210.7,1,0,0
C00340,49,51636.51,29.7,96.58,1,3,32.0,5,52,0,3104.67,218.13,1,1,1
C00341,18,45154.31,15.1,136.38,1,0,33.7,11,7,0,2157.7,88.95,0,1,0
C00342,46,58207.57,53.7,98.03,2,2,18.2,8,59,0,5428.26,154.51,1,0,0
C00343,43,80989.1,50.8,120.78,4,1,34.3,15,89,0,6052.33,120.17,0,0,0
C00344,47,62564.36,30.2,65.02,2,4,11.1,7,100,0,2279.46,241.82,0,1,0
C00345,61,44031.26,1.9,87.6,1,2,22.7,10,88,0,179.85,154.21,1,0,0
C00346,18,97075.21,23.0,45.8,1,2,33.3,12,79,0,989.45,167.05,1,0,0
C00347,35,112584.15,63.4,135.36,2,1,57.7,15,61,1,7624.13,133.68,1,0,0
C00348,49,71389.93,31.7,124.94,2,2,51.3,11,80,1,4134.55,182.71,1,0,1
C00349,23,87302.73,20.3,121.17,2,0,26.2,10,66,0,2445.78,72.69,0,0,1
C00350,60,97716.09,60.7,89.33,1,1,24.2,7,21,1,4803.34,116.06,0,0,1
C00351,46,93231.41,34.2,127.35,2,0,34.5,19,59,1,4507.49,106.95,1,1,0
C00352,52,75065.77,53.6,108.42,2,2,34.1,17,56,0,5688.22,165.37,0,1,0
C00353,35,74570.78,34.7,81.63,2,2,70.6,22,87,1,2956.41,165.95,1,1,1
C00354,52,72146.62,43.6,136.18,1,1,2.0,5,86,1,6151.49,125.44,0,1,1
C00355,55,36582.18,39.7,59.06,1,2,15.3,6,62,0,2232.21,179.59,1,1,1
C00356,45,77847.11,25.0,108.57,1,1,48.3,7,77,0,2854.5,142.09,0,1,1
C00357,45,32818.79,12.2,20.0,1,4,2.0,0,80,0,234.43,260.18,1,1,0
C00358,45,41542.26,31.7,106.8,1,1,14.6,7,100,0,3264.92,125.92,1,0,1
C00359,32,100277.4,57.6,137.72,1,2,21.0,9,110,0,7595.62,157.8,0,1,0
C00360,40,82544.33,17.4,107.72,2,0,33.6,13,26,0,2041.18,110.57,1,0,0
C00361,40,108326.55,37.3,133.74,2,0,12.5,10,55,0,4871.84,97.69,0,0,0
C00362,47,51745.62,30.5,91.14,1,0,34.7,7,82,0,3083.67,75.9,0,1,0
C00363,54,35748.15,28.2,68.54,2,0,44.1,9,24,1,2207.56,100.42,0,1,0
C00364,29,52428.97,33.3,91.11,1,4,33.2,18,103,0,2856.98,242.79,1,0,1
C00365,40,60539.51,16.3,74.68,2,2,17.3,11,107,0,934.93,184.72,1,0,0
C00366,60,59956.44,27.0,62.02,1,3,21.5,6,100,0,1813.57,226.66,1,0,0
C00367,33,93371.75,42.7,143.15,2,3,26.4,8,108,0,5939.5,199.55,0,0,1
C00368,32,49834.6,43.2,101.96,1,0,19.5,7,86,0,4102.94,91.3,1,0,1
C00369,44,67241.96,24.9,80.46,2,1,72.5,19,47,0,1907.43,134.39,0,0,0
C00370,52,38291.18,43.4,67.11,2,1,33.6,13,66,0,2817.57,158.98,1,0,0
C00371,42,70075.71,35.4,83.39,2,1,12.8,18,87,0,3260.42,113.28,1,1,0
C00372,58,58075.77,21.3,98.76,1,2,28.3,10,108,0,2126.85,186.96,0,0,1
C00373,52,42331.07,37.7,43.41,1,0,2.0,5,45,0,1802.36,78.72,1,0,0
C00374,52,52530.54,23.9,85.83,1,3,2.0,0,114,0,2129.52,190.49,1,0,1
C00375,49,53682.61,17.5,97.25,1,1,6.1,2,105,0,1663.57,123.1,0,1,1
C00376,70,51778.65,15.5,73.04,1,2,13.5,12,113,0,1097.12,164.88,1,1,1
C00377,40,122047.01,72.7,170.35,3,2,74.5,21,42,1,12944.93,157.8,0,0,1
C00378,18,55650.76,58.5,86.68,2,0,45.0,0,66,0,5404.63,86.3,0,0,1
C00379,61,52352.86,31.9,69.77,1,0,30.4,13,81,0,2400.43,93.99,0,1,1
C00380,37,24035.06,8.5,36.09,1,0,2.0,12,85,0,299.65,81.22,0,1,0
C00381,43,39840.18,31.7,116.8,2,0,29.1,0,91,0,3756.15,76.76,0,0,0
C00382,58,51932.88,30.0,72.12,2,1,37.5,19,44,1,2264.61,120.69,0,0,0
C00383,23,43483.64,23.2,117.7,3,4,38.9,0,100,0,2651.3,252.35,1,1,0
C00384,27,103623.09,48.5,96.06,1,0,19.7,12,18,0,4235.36,85.73,0,0,1
C00385,23,54118.12,28.0,47.05,1,0,25.8,9,62,0,1232.83,94.3,0,0,1
C00386,32,99642.58,60.3,97.27,2,3,29.8,0,82,0,5752.25,212.59,1,0,0
C00387,47,59522.77,21.8,117.6,1,1,31.8,12,103,0,2698.02,106.77,1,0,0
C00388,48,58914.0,31.6,84.26,1,1,51.7,20,75,0,2928.34,115.87,0,1,0
C00389,45,55876.76,27.0,49.04,1,1,15.0,8,44,0,1179.62,123.25,0,0,0
C00390,25,58092.55,30.0,86.81,1,0,44.6,16,49,0,2478.11,97.68,0,0,0
C00391,18,119383.01,66.2,100.81,1,2,35.4,9,121,0,6485.25,185.24,1,0,1
C00392,43,22000.0,13.2,159.28,1,1,7.1,0,40,1,2240.36,154.59,0,0,1
C00393,36,25022.96,3.0,71.86,1,0,2.0,7,68,0,204.84,82.58,0,1,1
C00394,48,46169.12,3.3,62.42,1,0,5.0,13,98,0,196.47,90.68,1,0,1
C00395,50,58354.98,44.7,136.13,2,1,26.2,14,44,0,5401.14,107.53,0,1,0
C00396,44,77500.69,33.1,53.15,2,2,28.3,0,128,0,1826.59,169.27,1,1,1
C00397,51,70749.09,41.9,86.4,1,3,34.4,3,44,0,3577.11,192.86,1,0,0
C00398,45,49356.02,27.1,130.3,1,0,52.1,10,27,1,3340.78,84.55,1,1,1
C00399,48,88982.65,42.4,88.43,1,1,29.2,1,63,0,3675.76,166.49,0,0,0
C00400,34,89400.39,59.2,43.34,1,2,9.3,5,91,0,2798.03,166.72,1,1,0
C00401,40,62661.5,19.2,87.16,2,1,2.0,4,54,0,1535.03,111.88,0,1,0
C00402,44,86900.1,30.5,167.51,3,4,58.5,9,56,0,4762.92,262.11,0,0,0
C00403,52,65036.85,51.5,91.81,1,3,24.6,12,108,0,5203.02,201.11,0,0,0
C00404,37,45815.39,18.6,67.43,2,0,35.2,14,53,0,1263.2,66.94,0,0,1
C00405,48,77752.14,42.9,67.62,1,1,58.6,13,33,1,3058.95,151.85,1,0,1
C00406,39,60758.11,19.0,63.74,1,3,42.5,11,85,1,1247.81,221.03,1,0,1
C00407,41,58032.65,34.9,106.35,2,0,51.5,5,28,0,3703.02,88.35,0,1,1
C00408,52,107671.35,40.7,191.28,4,1,54.5,13,99,1,7559.73,126.82,1,0,0
C00409,18,22000.0,14.5,110.03,2,0,28.7,9,54,0,1701.38,79.45,1,1,0
C00410,26,31976.96,30.6,79.67,1,0,20.7,8,73,0,2662.28,102.97,0,1,1
C00411,24,35229.13,8.6,31.03,1,1,2.0,5,79,0,290.08,123.77,0,0,0
C00412,18,49792.96,25.7,37.47,1,1,25.5,10,76,1,872.87,76.84,0,1,0
C00413,34,52117.85,30.4,108.59,2,0,44.1,11,42,0,3641.09,117.58,0,0,0
C00414,51,30795.43,1.0,28.72,1,0,2.0,3,15,0,27.89,79.86,1,0,0
C00415,39,38347.01,29.3,63.36,1,2,41.7,17,78,0,1745.99,168.88,1,0,1
C00416,44,40402.41,5.8,79.08,1,0,24.2,8,110,0,451.4,96.54,0,0,0
C00417,55,162806.3,59.8,127.93,3,3,20.5,9,133,1,8163.45,217.75,1,0,1
C00418,58,123615.34,59.1,114.07,3,3,48.8,13,85,0,7031.57,220.58,1,1,1
C00419,41,48789.16,26.4,89.58,2,0,40.1,9,9,0,2316.86,76.23,0,0,1
C00420,58,49786.21,12.3,106.75,2,1,55.0,18,66,0,1406.34,108.32,1,1,0
C00421,43,35793.89,23.6,98.29,1,0,18.9,4,92,0,2345.2,86.79,1,0,0
C00422,32,26024.24,42.5,81.31,1,2,37.5,13,20,1,3299.08,185.55,1,1,1
C00423,35,55221.55,12.9,97.07,2,2,39.5,12,63,1,1185.65,157.7,0,1,0
C00424,24,38143.11,37.9,48.69,1,1,2.0,0,112,0,1906.32,110.7,0,0,0
C00425,31,55969.44,28.5,101.35,4,2,33.7,9,28,0,2871.19,184.2,0,1,0
C00426,38,29617.24,17.5,51.57,1,1,38.7,9,27,0,804.17,114.72,0,1,1
C00427,52,42115.41,38.1,100.79,2,1,58.1,8,79,0,4100.17,119.32,0,1,1
C00428,63,61735.95,31.3,107.27,2,0,43.3,14,68,0,3223.75,78.36,1,1,0
C00429,25,67643.48,23.7,77.61,4,1,82.8,22,28,0,2069.76,122.3,0,1,0
C00430,47,69115.65,45.5,97.05,3,2,66.4,22,27,0,3920.2,144.73,1,0,0
C00431,30,33309.33,23.8,101.21,1,0,37.7,9,99,0,2371.99,75.55,1,0,0
C00432,48,83047.36,35.6,127.33,3,2,35.2,20,66,0,4278.47,172.41,0,1,1
C00433,40,41444.46,30.2,31.34,1,3,46.8,11,114,1,872.85,206.63,1,1,0
C00434,20,75659.52,40.2,169.86,2,4,55.9,11,86,0,6569.4,272.8,1,1,0
C00435,53,57741.42,7.6,77.29,1,2,15.1,1,51,0,671.07,190.94,0,1,1
C00436,35,32536.43,35.9,95.91,2,0,23.9,0,58,0,3478.77,103.85,1,0,0
C00437,36,50786.98,11.7,86.27,1,1,27.9,17,95,1,946.61,136.71,1,0,0
C00438,29,67619.46,24.8,90.11,2,3,5.0,11,138,0,1906.66,206.13,1,1,1
C00439,34,75030.03,46.0,65.25,1,1,33.0,13,21,0,2588.15,113.5,1,0,0
C00440,47,54665.24,6.1,172.17,3,1,40.7,7,58,0,1011.97,131.02,0,1,0
C00441,40,110364.68,28.3,183.07,4,2,77.3,29,76,1,4925.22,181.84,0,0,0
C00442,46,88552.67,32.9,132.52,2,1,31.7,8,21,1,4278.86,139.11,1,0,0
C00443,46,52073.09,20.7,91.78,1,0,19.3,6,82,0,1556.52,91.07,0,1,0
C00444,58,79479.11,20.5,59.46,1,0,6.0,11,60,0,1209.28,78.06,1,1,1
C00445,38,130664.93,68.4,181.58,3,3,56.3,19,82,0,13439.49,226.54,1,0,0
C00446,24,132137.96,54.5,104.84,2,2,71.2,30,34,1,6454.42,185.04,0,0,0
C00447,55,34628.71,23.6,75.99,1,0,46.8,15,25,0,1523.37,93.4,1,1,0
C00448,38,39302.93,20.6,42.19,2,1,34.8,9,58,0,815.09,119.93,0,0,0
C00449,55,108213.8,47.1,42.91,1,1,16.8,4,31,1,1884.7,108.76,0,1,1
C00450,47,37187.21,30.2,96.08,2,2,51.1,5,80,0,2936.44,154.68,0,1,0
C00451,40,33280.64,32.4,44.82,1,2,37.9,10,92,0,1312.06,153.05,0,1,1
C00452,46,47287.29,18.9,35.86,2,1,12.6,11,114,0,769.16,123.47,0,1,1
C00453,65,69195.67,31.8,134.22,3,3,51.1,17,59,0,4280.37,219.02,0,0,1
C00454,67,55558.49,38.4,154.52,2,1,11.3,6,73,0,5881.43,109.56,1,0,0
C00455,43,44132.93,30.8,147.1,3,2,74.6,14,97,0,5113.47,163.71,0,1,1
C00456,44,43696.75,18.1,64.79,1,1,57.5,17,67,0,1173.46,125.59,0,0,1
C00457,55,43002.64,37.2,89.94,2,0,36.5,16,56,0,3451.97,69.6,0,0,0
C00458,32,40086.87,1.0,95.28,1,2,2.0,2,123,0,89.56,172.7,1,0,0
C00459,46,151218.95,65.2,168.17,2,3,57.0,16,61,1,9756.72,210.15,0,0,0
C00460,42,65719.63,29.4,89.95,2,2,18.8,3,109,0,2517.76,156.07,0,0,0
C00461,46,84173.64,41.7,108.55,2,0,25.8,13,45,0,5314.79,84.43,0,0,0
C00462,32,47230.06,30.9,81.95,1,0,34.0,0,73,0,2657.81,87.05,0,0,1
C00463,23,53642.48,27.9,91.83,1,0,28.7,11,69,0,2614.0,70.47,0,0,0
C00464,18,42980.66,13.8,67.96,1,1,12.0,18,91,0,862.47,119.04,1,1,0
C00465,29,22000.0,13.0,77.2,2,1,21.6,0,73,0,1079.41,129.72,0,1,0
C00466,36,32514.27,27.3,141.77,3,0,55.9,14,37,1,3447.85,75.67,0,0,0
C00467,38,27112.18,24.2,134.65,3,1,45.2,13,103,0,2846.24,104.56,0,0,0
C00468,65,22545.46,20.8,76.17,1,2,2.0,1,57,0,1511.55,143.58,1,1,0
C00469,55,35106.71,31.5,152.4,3,0,49.1,19,8,0,5548.75,81.34,1,0,1
C00470,30,101182.36,41.6,122.17,3,1,57.0,18,81,1,5854.84,108.32,0,0,0
C00471,46,56927.57,31.7,123.19,1,2,25.3,9,113,0,3768.6,163.99,1,0,1
C00472,37,99731.32,57.1,129.55,2,2,15.2,10,69,1,7003.64,192.67,0,0,0
C00473,39,68927.53,19.2,210.56,3,1,81.0,21,59,1,3503.92,114.54,0,1,0
C00474,44,80569.3,53.5,90.64,3,4,2.0,18,48,0,4875.45,246.29,0,1,1
C00475,49,39728.4,10.5,50.97,1,2,10.4,6,75,0,540.24,192.93,0,0,1
C00476,38,72276.74,38.6,114.15,2,2,27.3,10,40,0,4685.14,173.85,1,1,0
C00477,55,78767.7,16.9,98.37,1,1,27.7,1,71,0,1779.45,119.72,1,0,0
C00478,28,45524.52,27.5,127.4,1,3,39.2,9,80,0,3451.04,209.0,1,0,0
C00479,42,73365.22,66.7,102.18,3,3,68.3,24,30,1,7122.7,215.19,1,0,1
C00480,73,73570.33,28.1,128.32,2,1,27.6,2,86,1,3409.32,151.01,1,1,0
C00481,45,46045.54,17.4,105.57,1,1,36.6,0,115,0,1913.18,118.01,0,0,1
C00482,59,36193.53,7.5,106.47,2,3,40.9,12,97,0,769.98,198.91,1,1,0
C00483,43,35272.69,41.7,59.43,2,0,2.0,10,75,0,2566.44,60.45,1,0,1
C00484,49,60146.02,26.4,154.57,3,0,89.6,23,21,1,4196.53,88.81,0,0,1
C00485,41,66538.93,29.2,134.35,2,2,15.4,5,56,0,3942.78,150.07,0,1,1
C00486,40,41578.46,20.3,105.87,2,3,44.9,4,55,0,2283.48,202.98,1,1,0
C00487,33,58651.25,24.2,102.22,2,0,43.8,15,47,0,2160.22,70.46,0,0,1
C00488,47,73704.85,29.7,109.38,2,0,42.8,16,48,1,2971.08,98.79,0,0,0
C00489,32,75194.88,56.9,101.49,2,0,27.8,0,65,1,5646.75,76.0,1,1,1
C00490,50,111300.38,54.8,137.33,2,3,56.6,21,80,1,6654.31,217.54,1,1,1
C00491,55,99163.99,40.4,96.99,1,1,2.0,6,65,0,3790.74,102.3,1,0,0
C00492,46,38088.05,35.4,45.8,1,1,16.5,12,63,1,1573.97,122.51,1,1,1
C00493,39,117630.6,45.9,92.78,2,1,25.3,11,56,0,4701.75,107.58,0,1,0
C00494,47,46406.19,17.0,70.12,2,3,20.1,11,80,0,1205.25,200.65,1,0,0
C00495,38,89953.21,53.8,134.33,3,2,60.3,19,55,0,7826.26,200.7,0,0,0
C00496,53,59680.03,46.9,96.19,2,3,55.4,20,93,1,4622.73,221.75,1,1,1
C00497,20,48780.97,41.4,98.24,2,1,30.1,1,84,0,3893.59,123.06,1,0,0
C00498,38,27145.47,16.0,96.83,2,1,50.1,7,6,1,1567.84,169.53,0,0,0
C00499,18,53967.71,25.2,58.9,1,1,20.4,4,57,0,1572.5,108.9,0,0,0
C00500,24,30129.42,45.4,125.14,2,1,24.0,8,70,1,6221.78,143.32,0,0,0
C00501,58,87069.68,42.8,101.36,2,1,32.0,12,91,0,4289.84,103.65,0,1,1
C00502,53,109672.2,41.2,124.55,3,0,45.8,15,47,1,4457.26,81.55,0,0,0
C00503,33,41501.95,13.2,102.55,2,3,24.3,14,88,0,1163.96,190.34,1,0,0
C00504,24,65842.84,37.6,30.21,1,0,23.2,14,64,0,1106.23,81.02,0,0,0
C00505,18,42767.5,27.7,49.46,1,0,22.4,4,91,0,1113.95,79.74,1,0,0
C00506,35,44544.09,23.2,135.84,3,2,24.1,10,60,0,3610.65,165.56,1,0,1
C00507,71,80296.88,45.4,57.26,2,2,2.0,0,52,0,2724.94,178.87,1,0,0
C00508,47,57068.76,27.2,127.1,2,1,47.9,13,83,1,3283.58,119.23,0,1,0
C00509,35,120433.19,69.4,183.67,3,0,44.8,14,76,0,11607.32,94.27,0,1,0
C00510,48,47366.03,41.4,63.25,1,2,25.5,0,97,1,2836.12,175.55,1,0,1
C00511,23,88249.17,26.6,117.54,2,2,53.0,27,68,0,2851.69,147.64,1,1,1
C00512,38,60422.2,29.1,110.6,1,1,3.9,7,97,0,2957.03,115.37,1,0,0
C00513,43,81017.87,39.2,75.16,1,2,2.0,0,52,0,2766.51,165.77,1,0,0
C00514,41,48068.97,37.4,116.2,2,1,68.9,28,22,0,4384.9,135.12,0,1,0
C00515,51,56805.22,37.3,76.91,2,1,39.6,10,37,1,3011.01,143.05,0,0,0
C00516,46,55253.6,25.2,63.65,1,1,12.6,6,93,0,1758.96,119.07,1,0,0
C00517,50,40825.18,7.7,66.37,2,0,15.0,4,89,0,551.43,75.88,0,0,1
C00518,34,76593.89,51.3,113.9,2,0,29.3,18,44,0,5845.05,71.9,1,1,0
C00519,53,76214.18,50.6,136.56,2,0,20.2,7,41,0,7475.66,90.54,0,0,0
C00520,62,74420.84,48.7,98.2,2,0,52.1,15,47,0,4525.47,78.7,0,1,0
C00521,30,110605.36,59.9,65.49,1,2,6.4,10,115,0,3352.74,160.4,0,0,0
C00522,31,106608.99,49.0,87.04,2,1,54.4,18,19,1,4035.69,122.65,0,1,0
C00523,58,49549.21,27.6,85.59,1,0,16.0,6,4,0,2206.13,89.57,1,1,0
C00524,40,67838.17,33.3,134.13,1,1,11.2,11,92,0,4236.41,119.84,1,0,0
C00525,59,44635.55,13.8,83.43,1,3,15.3,19,75,0,1061.57,196.86,1,1,0
C00526,37,58571.74,48.2,103.63,3,0,2.0,5,62,0,4815.02,89.33,1,1,1
C00527,59,45084.94,37.1,112.06,2,0,36.0,12,47,0,4358.96,41.6,0,0,1
C00528,44,114534.09,28.6,96.09,1,0,21.6,9,61,1,3130.06,74.24,1,0,0
C00529,45,67572.17,41.4,71.79,1,3,36.1,18,92,0,2561.38,190.62,1,0,1
C00530,61,52924.73,16.8,49.17,1,3,2.0,0,62,0,740.78,221.78,0,1,1
C00531,38,95752.12,69.2,188.07,4,0,92.2,22,42,0,12193.95,83.87,1,1,0
C00532,31,23307.72,10.0,20.0,1,0,28.8,2,78,0,211.66,68.75,1,1,0
C00533,37,24891.34,30.2,122.16,3,2,73.4,13,35,1,3630.07,168.09,0,1,0
C00534,47,81019.94,47.8,93.24,2,1,34.6,8,40,0,4200.44,116.12,0,1,0
C00535,23,59491.88,37.2,85.38,2,1,52.7,14,75,0,3354.35,118.19,1,1,0
C00536,50,64433.29,40.3,128.4,1,0,2.7,12,52,0,5573.29,86.63,0,1,0
C00537,36,33226.8,20.3,65.45,2,2,44.5,15,56,1,1328.46,158.33,1,1,1
C00538,56,57436.78,38.2,58.93,1,0,5.6,0,30,0,2105.1,73.71,1,0,0
C00539,18,134547.46,45.7,143.85,3,0,24.2,5,40,0,6711.99,72.37,0,0,0
C00540,33,81990.78,37.8,100.24,1,0,5.0,11,70,0,3722.14,66.87,0,1,1
C00541,22,62284.95,54.7,85.71,2,0,34.6,16,46,1,4600.54,82.71,0,1,1
C00542,32,48232.85,32.2,47.9,2,0,14.4,6,83,0,1477.72,83.12,0,1,0
C00543,45,49142.41,34.5,68.13,2,3,38.8,9,94,1,2524.5,186.46,1,1,0
C00544,40,23716.71,9.7,99.19,1,2,2.0,7,73,0,978.45,177.57,1,0,0
C00545,39,64628.27,35.6,83.19,1,1,2.0,0,36,0,3210.24,134.35,1,1,0
C00546,40,82726.99,40.3,101.6,1,1,50.2,16,47,0,4534.65,138.77,1,1,0
C00547,44,29924.66,32.5,94.69,3,1,63.3,28,67,0,3194.9,128.77,1,0,1
C00548,30,43932.22,28.1,71.64,2,3,13.6,7,96,0,1928.59,215.65,1,1,0
C00549,50,35669.92,30.7,115.48,1,2,27.4,5,42,1,3846.49,198.83,0,0,0
C00550,50,38667.35,11.0,82.54,2,3,52.4,17,83,0,944.98,203.38,1,1,1
C00551,47,59317.55,35.2,66.38,1,2,28.1,7,81,0,2825.14,149.67,1,1,0
C00552,49,24167.15,21.5,94.2,1,0,27.1,2,73,0,2071.54,61.06,1,1,0
C00553,46,75071.17,54.7,101.41,3,0,67.7,21,20,0,5861.45,107.69,1,0,1
C00554,66,79603.82,49.6,70.96,1,1,8.0,10,37,1,3603.65,147.44,0,0,1
C00555,41,52194.65,24.0,93.98,2,1,36.2,9,51,1,2238.39,111.57,1,0,0
C00556,38,22000.0,24.8,62.57,1,1,19.7,5,52,0,1516.92,111.82,0,1,0
C00557,33,38166.08,39.0,76.86,1,4,17.1,2,98,0,3066.02,244.61,0,1,0
C00558,30,97345.04,13.7,171.89,2,0,39.5,11,1,0,2460.27,105.89,1,1,0
C00559,27,22000.0,18.2,89.98,2,0,36.4,8,49,1,1784.01,64.18,0,1,0
C00560,31,50123.16,7.9,20.0,1,1,14.7,1,120,0,161.35,91.07,1,1,0
C00561,41,35333.89,7.7,95.5,2,1,17.0,16,72,0,709.19,154.99,0,1,0
C00562,46,81317.61,48.5,107.42,2,4,52.0,17,99,0,5068.52,255.97,0,0,1
C00563,43,43680.21,24.8,73.21,1,0,3.9,7,38,0,1621.25,87.22,0,1,0
C00564,33,68724.36,33.0,107.77,2,2,33.7,15,28,0,4031.11,164.75,1,1,1
C00565,53,73547.86,35.3,120.17,3,1,45.3,17,105,0,4055.07,133.13,0,0,0
C00566,51,125418.72,48.7,160.06,4,0,73.9,17,40,0,8395.48,66.61,0,0,0
C00567,40,53261.16,22.5,111.32,2,1,2.0,4,68,0,2559.39,114.13,1,0,0
C00568,34,67923.47,43.0,67.35,1,3,36.7,10,62,0,2966.18,207.86,1,0,0
C00569,49,31084.82,34.0,57.98,2,1,18.4,9,63,0,1950.64,89.85,1,0,1
C00570,44,95623.32,52.0,215.24,3,2,85.8,24,53,0,10493.86,171.98,0,0,0
C00571,25,42141.34,8.7,69.28,2,0,23.6,6,74,0,557.88,75.44,0,0,0
C00572,41,45829.42,20.9,93.73,2,2,34.7,4,125,0,2234.53,162.26,1,0,0
C00573,45,57460.57,24.7,54.1,2,0,64.5,18,57,1,1350.17,71.61,1,0,0
C00574,31,30085.15,10.2,69.34,1,0,16.0,5,36,0,773.32,66.6,1,1,0
C00575,44,63849.35,34.5,54.63,1,2,41.2,3,29,1,2093.82,137.86,1,1,1
C00576,25,87075.79,31.9,78.47,1,2,22.9,11,53,0,2417.92,167.3,1,0,1
C00577,58,65593.41,52.8,128.78,2,1,48.0,18,61,1,7029.81,123.1,1,1,1
C00578,57,29758.24,41.9,79.15,1,1,23.6,21,53,0,3327.15,104.08,1,1,0
